hotel,is_canceled,lead_time,arrival_date_year,arrival_date_month,arrival_date_week_number,arrival_date_day_of_month,stays_in_weekend_nights,stays_in_week_nights,adults,children,babies,meal,country,market_segment,distribution_channel,is_repeated_guest,previous_cancellations,previous_bookings_not_canceled,reserved_room_type,assigned_room_type,booking_changes,deposit_type,agent,company,days_in_waiting_list,customer_type,adr,required_car_parking_spaces,total_of_special_requests,reservation_status,reservation_status_date
Resort Hotel,0,111,2018,September,37,10,1,3,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,F,F,0,No Deposit,301,NULL,0,Transient,109.65,0,0,Check-Out,9/14/2018
Resort Hotel,0,113,2018,September,37,10,1,3,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,F,G,0,No Deposit,241,NULL,0,Transient,94.37,0,2,Check-Out,9/14/2018
Resort Hotel,0,13,2018,September,37,11,1,2,1,0,0,BB,PRT,Direct,Direct,0,0,0,A,D,0,No Deposit,NULL,NULL,0,Transient,98,0,2,Check-Out,9/14/2018
Resort Hotel,0,334,2018,September,37,7,2,5,2,0,0,HB,ESP,Direct,TA/TO,0,0,0,A,A,0,No Deposit,240,NULL,0,Transient,112,0,1,Check-Out,9/14/2018
Resort Hotel,0,333,2018,September,37,7,2,5,2,0,0,HB,ESP,Direct,TA/TO,0,0,0,D,D,0,No Deposit,240,NULL,0,Transient,129,0,1,Check-Out,9/14/2018
Resort Hotel,0,0,2018,September,37,11,1,2,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,C,0,No Deposit,241,NULL,0,Transient,106.06,0,0,Check-Out,9/14/2018
Resort Hotel,0,16,2018,September,37,9,1,4,2,0,0,HB,NLD,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,241,NULL,0,Transient,112.88,0,1,Check-Out,9/14/2018
Resort Hotel,0,25,2018,September,37,11,1,2,2,0,0,HB,NLD,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,242,NULL,0,Transient,135.67,0,1,Check-Out,9/14/2018
Resort Hotel,0,199,2018,September,37,11,1,2,2,0,0,BB,GBR,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240,NULL,0,Transient,154,0,1,Check-Out,9/14/2018
Resort Hotel,0,199,2018,September,37,11,1,2,2,0,0,BB,GBR,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240,NULL,0,Transient,154,0,1,Check-Out,9/14/2018
Resort Hotel,0,199,2018,September,37,11,1,2,2,0,0,BB,GBR,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240,NULL,0,Transient,154,0,1,Check-Out,9/14/2018
Resort Hotel,0,187,2018,September,37,8,1,5,2,0,0,BB,PRT,Direct,Direct,0,0,0,A,A,0,No Deposit,NULL,NULL,0,Transient,69.7,1,0,Check-Out,9/14/2018
Resort Hotel,0,252,2018,September,37,10,1,3,2,0,0,BB,IRL,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,156,NULL,0,Contract,55.68,0,2,Check-Out,9/14/2018
Resort Hotel,0,194,2018,September,37,7,2,5,2,0,0,SC,PRT,Direct,Direct,0,0,0,E,I,2,No Deposit,NULL,NULL,0,Transient-Party,8.43,0,2,Check-Out,9/14/2018
Resort Hotel,0,26,2018,September,36,1,4,10,2,0,0,BB,PRT,Direct,Direct,0,0,0,A,A,1,No Deposit,NULL,NULL,0,Transient,113,1,1,Check-Out,9/15/2018
Resort Hotel,0,146,2018,September,37,8,2,5,2,0,0,BB,IRL,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,142,NULL,0,Contract,60.61,0,0,Check-Out,9/15/2018
Resort Hotel,0,180,2018,September,36,1,4,10,2,0,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,242,NULL,0,Transient,131.4,0,1,Check-Out,9/15/2018
Resort Hotel,0,214,2018,September,37,7,3,5,2,0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,156,NULL,0,Contract,55.68,0,0,Check-Out,9/15/2018
Resort Hotel,0,204,2018,September,37,8,2,5,2,0,0,BB,IRL,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,156,NULL,0,Contract,55.68,0,0,Check-Out,9/15/2018
Resort Hotel,0,222,2018,September,38,14,1,0,2,0,0,BB,DEU,Offline TA/TO,TA/TO,0,0,0,A,G,0,No Deposit,251,NULL,0,Transient,61.65,0,0,Check-Out,9/15/2018
Resort Hotel,0,60,2018,September,37,8,2,5,2,0,0,BB,IRL,Online TA,TA/TO,0,0,0,D,E,0,No Deposit,240,NULL,0,Transient,146,0,1,Check-Out,9/15/2018
Resort Hotel,0,180,2018,September,36,5,4,6,2,0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,40,NULL,0,Contract,71.55,0,0,Check-Out,9/15/2018
Resort Hotel,0,254,2018,September,37,12,2,2,2,0,0,BB,CN,Groups,TA/TO,0,0,0,A,D,1,No Deposit,15,NULL,0,Transient-Party,36,0,0,Check-Out,9/16/2018
Resort Hotel,0,254,2018,September,37,12,2,2,2,0,0,BB,CN,Groups,TA/TO,0,0,0,A,A,1,No Deposit,15,NULL,0,Transient-Party,36,0,0,Check-Out,9/16/2018
Resort Hotel,0,254,2018,September,37,12,2,2,2,0,0,BB,CN,Groups,TA/TO,0,0,0,A,A,1,No Deposit,15,NULL,0,Transient-Party,36,0,0,Check-Out,9/16/2018
Resort Hotel,0,254,2018,September,37,12,2,2,1,0,0,BB,CN,Groups,TA/TO,0,0,0,A,A,5,No Deposit,15,NULL,0,Transient-Party,34,0,0,Check-Out,9/16/2018
Resort Hotel,0,254,2018,September,37,12,2,2,2,0,0,BB,DEU,Groups,TA/TO,0,0,0,A,A,1,No Deposit,15,NULL,0,Transient-Party,36,0,0,Check-Out,9/16/2018
Resort Hotel,0,254,2018,September,37,12,2,2,2,0,0,BB,CN,Groups,TA/TO,0,0,0,A,A,1,No Deposit,15,NULL,0,Transient-Party,36,0,0,Check-Out,9/16/2018
Resort Hotel,0,254,2018,September,37,12,2,2,2,0,0,BB,CN,Groups,TA/TO,0,0,0,A,C,3,No Deposit,15,NULL,0,Transient-Party,36,0,0,Check-Out,9/16/2018
Resort Hotel,0,254,2018,September,37,12,2,2,2,0,0,BB,CN,Groups,TA/TO,0,0,0,E,E,1,No Deposit,15,NULL,0,Transient-Party,89.96,0,0,Check-Out,9/16/2018
Resort Hotel,0,254,2018,September,37,12,2,2,2,0,0,BB,CN,Groups,TA/TO,0,0,0,A,A,1,No Deposit,15,NULL,0,Transient-Party,36,0,0,Check-Out,9/16/2018
Resort Hotel,0,254,2018,September,37,12,2,2,2,0,0,BB,CN,Groups,TA/TO,0,0,0,A,A,0,No Deposit,15,NULL,0,Transient-Party,0,0,0,Check-Out,9/16/2018
Resort Hotel,0,254,2018,September,37,12,2,2,2,0,0,BB,CN,Groups,TA/TO,0,0,0,A,A,0,No Deposit,15,NULL,0,Transient-Party,36,0,0,Check-Out,9/16/2018
Resort Hotel,0,254,2018,September,37,12,2,2,2,0,0,BB,CN,Groups,TA/TO,0,0,0,A,A,0,No Deposit,15,NULL,0,Transient-Party,36,0,0,Check-Out,9/16/2018
Resort Hotel,0,254,2018,September,37,12,2,2,2,0,0,BB,CN,Groups,TA/TO,0,0,0,A,A,0,No Deposit,15,NULL,0,Transient-Party,36,0,0,Check-Out,9/16/2018
Resort Hotel,0,254,2018,September,37,12,2,2,2,0,0,BB,CN,Groups,TA/TO,0,0,0,A,A,0,No Deposit,15,NULL,0,Transient-Party,36,0,0,Check-Out,9/16/2018
Resort Hotel,0,254,2018,September,37,12,2,2,2,0,0,BB,CN,Groups,TA/TO,0,0,0,A,A,0,No Deposit,15,NULL,0,Transient-Party,36,0,0,Check-Out,9/16/2018
Resort Hotel,0,254,2018,September,37,12,2,2,2,0,0,BB,CN,Groups,TA/TO,0,0,0,A,A,0,No Deposit,15,NULL,0,Transient-Party,36,0,0,Check-Out,9/16/2018
Resort Hotel,0,254,2018,September,37,12,2,2,2,0,0,BB,FRA,Groups,TA/TO,0,0,0,A,A,0,No Deposit,15,NULL,0,Transient-Party,36,0,0,Check-Out,9/16/2018
Resort Hotel,0,254,2018,September,37,12,2,2,2,0,0,BB,CN,Groups,TA/TO,0,0,0,A,C,0,No Deposit,15,NULL,0,Transient-Party,36,0,0,Check-Out,9/16/2018
Resort Hotel,0,254,2018,September,37,12,2,2,2,0,0,BB,CN,Groups,TA/TO,0,0,0,A,C,0,No Deposit,15,NULL,0,Transient-Party,36,0,0,Check-Out,9/16/2018
Resort Hotel,0,254,2018,September,37,12,2,2,2,0,0,BB,CN,Groups,TA/TO,0,0,0,A,C,0,No Deposit,15,NULL,0,Transient-Party,36,0,0,Check-Out,9/16/2018
Resort Hotel,0,254,2018,September,37,12,2,2,2,0,0,BB,CN,Groups,TA/TO,0,0,0,A,C,0,No Deposit,15,NULL,0,Transient-Party,36,0,0,Check-Out,9/16/2018
Resort Hotel,0,254,2018,September,37,12,2,2,2,0,0,BB,CN,Groups,TA/TO,0,0,0,A,A,0,No Deposit,15,NULL,0,Transient-Party,36,0,0,Check-Out,9/16/2018
Resort Hotel,0,99,2018,September,37,9,2,5,2,0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,E,F,0,No Deposit,156,NULL,0,Transient,92.63,0,4,Check-Out,9/16/2018
Resort Hotel,0,118,2018,September,37,9,2,5,2,0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,115,NULL,0,Contract,59,0,1,Check-Out,9/16/2018
Resort Hotel,0,222,2018,September,38,14,1,1,2,0,0,HB,FRA,Groups,TA/TO,0,0,0,A,E,0,No Deposit,68,NULL,0,Transient-Party,80,0,0,Check-Out,9/16/2018
Resort Hotel,0,222,2018,September,38,14,1,1,2,0,0,HB,ESP,Groups,TA/TO,0,0,0,A,F,0,No Deposit,68,NULL,0,Transient-Party,80,0,0,Check-Out,9/16/2018
Resort Hotel,0,222,2018,September,38,14,1,1,2,0,0,HB,FRA,Groups,TA/TO,0,0,0,A,D,0,No Deposit,68,NULL,0,Transient-Party,80,0,0,Check-Out,9/16/2018
Resort Hotel,0,222,2018,September,38,14,1,1,2,0,0,HB,FRA,Groups,TA/TO,0,0,0,A,D,0,No Deposit,68,NULL,0,Transient-Party,80,0,0,Check-Out,9/16/2018
Resort Hotel,0,222,2018,September,38,14,1,1,2,0,0,HB,ESP,Groups,TA/TO,0,0,0,A,F,0,No Deposit,68,NULL,0,Transient-Party,80,0,0,Check-Out,9/16/2018
Resort Hotel,0,222,2018,September,38,14,1,1,2,0,0,HB,ESP,Groups,TA/TO,0,0,0,A,A,0,No Deposit,68,NULL,0,Transient-Party,80,0,0,Check-Out,9/16/2018
Resort Hotel,0,222,2018,September,38,14,1,1,1,0,0,HB,FRA,Groups,TA/TO,0,0,0,A,A,2,No Deposit,68,NULL,0,Transient-Party,59,0,0,Check-Out,9/16/2018
Resort Hotel,0,222,2018,September,38,14,1,1,2,0,0,HB,FRA,Groups,TA/TO,0,0,0,A,H,0,No Deposit,68,NULL,0,Transient-Party,80,0,0,Check-Out,9/16/2018
Resort Hotel,0,222,2018,September,38,14,1,1,2,0,0,HB,ESP,Groups,TA/TO,0,0,0,A,E,0,No Deposit,68,NULL,0,Transient-Party,80,0,0,Check-Out,9/16/2018
Resort Hotel,0,222,2018,September,38,14,1,1,2,0,0,HB,FRA,Groups,TA/TO,0,0,0,A,F,0,No Deposit,68,NULL,0,Transient-Party,80,0,0,Check-Out,9/16/2018
Resort Hotel,0,222,2018,September,38,14,1,1,2,0,0,HB,FRA,Groups,TA/TO,0,0,0,A,E,0,No Deposit,68,NULL,0,Transient-Party,80,0,0,Check-Out,9/16/2018
Resort Hotel,0,222,2018,September,38,14,1,1,2,0,0,HB,FRA,Groups,TA/TO,0,0,0,A,G,0,No Deposit,68,NULL,0,Transient-Party,80,0,0,Check-Out,9/16/2018
Resort Hotel,0,222,2018,September,38,14,1,1,2,0,0,HB,FRA,Groups,TA/TO,0,0,0,A,A,0,No Deposit,68,NULL,0,Transient-Party,80,0,1,Check-Out,9/16/2018
Resort Hotel,0,222,2018,September,38,14,1,1,2,0,0,HB,FRA,Groups,TA/TO,0,0,0,A,F,0,No Deposit,68,NULL,0,Transient-Party,80,0,0,Check-Out,9/16/2018
Resort Hotel,0,222,2018,September,38,14,1,1,2,0,0,HB,ESP,Groups,TA/TO,0,0,0,A,A,0,No Deposit,68,NULL,0,Transient-Party,80,0,0,Check-Out,9/16/2018
Resort Hotel,0,222,2018,September,38,14,1,1,2,0,0,HB,FRA,Groups,TA/TO,0,0,0,A,A,0,No Deposit,68,NULL,0,Transient-Party,80,0,0,Check-Out,9/16/2018
Resort Hotel,0,222,2018,September,38,14,1,1,2,0,0,HB,ESP,Groups,TA/TO,0,0,0,A,F,0,No Deposit,68,NULL,0,Transient-Party,80,0,0,Check-Out,9/16/2018
Resort Hotel,0,222,2018,September,38,14,1,1,2,0,0,HB,FRA,Groups,TA/TO,0,0,0,A,E,0,No Deposit,68,NULL,0,Transient,80,0,0,Check-Out,9/16/2018
Resort Hotel,0,222,2018,September,38,14,1,1,2,0,0,HB,ESP,Groups,TA/TO,0,0,0,A,E,0,No Deposit,68,NULL,0,Transient,80,0,0,Check-Out,9/16/2018
Resort Hotel,0,222,2018,September,38,14,1,1,2,0,0,HB,ESP,Groups,TA/TO,0,0,0,A,D,0,No Deposit,68,NULL,0,Transient,80,0,0,Check-Out,9/16/2018
Resort Hotel,0,222,2018,September,38,14,1,1,2,0,0,HB,ESP,Groups,TA/TO,0,0,0,A,D,0,No Deposit,68,NULL,0,Transient,80,0,0,Check-Out,9/16/2018
Resort Hotel,0,222,2018,September,38,14,1,1,2,0,0,HB,ESP,Groups,TA/TO,0,0,0,A,A,0,No Deposit,68,NULL,0,Transient,80,0,0,Check-Out,9/16/2018
Resort Hotel,0,222,2018,September,38,14,1,1,1,0,0,HB,ESP,Groups,TA/TO,0,0,0,A,A,0,No Deposit,68,NULL,0,Transient,0,0,0,Check-Out,9/16/2018
Resort Hotel,0,41,2018,September,38,15,0,1,2,0,0,BB,ROU,Online TA,TA/TO,0,0,0,A,A,2,No Deposit,240,NULL,0,Transient,89,0,2,Check-Out,9/16/2018
Resort Hotel,0,55,2018,September,38,14,1,1,2,0,0,BB,IRL,Direct,Direct,0,0,0,A,G,0,No Deposit,NULL,NULL,0,Transient,98,0,1,Check-Out,9/16/2018
Resort Hotel,0,57,2018,September,38,16,2,8,2,0,0,BB,IRL,Direct,TA/TO,0,0,0,A,A,0,No Deposit,240,NULL,0,Transient,84.5,0,1,Check-Out,9/26/2018
Resort Hotel,0,13,2018,September,38,14,1,1,3,0,0,HB,PRT,Direct,Direct,0,0,0,A,G,2,No Deposit,250,NULL,0,Transient,189,1,0,Check-Out,9/16/2018
Resort Hotel,0,200,2018,September,37,7,3,7,2,0,0,BB,IRL,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,156,NULL,0,Contract,50.15,0,1,Check-Out,9/17/2018
Resort Hotel,0,200,2018,September,37,7,3,7,1,0,0,BB,IRL,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,156,NULL,0,Contract,43.78,0,1,Check-Out,9/17/2018
Resort Hotel,0,89,2018,September,37,6,4,7,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240,NULL,0,Transient,99.18,0,0,Check-Out,9/17/2018
Resort Hotel,0,252,2018,September,37,10,2,5,2,0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,40,NULL,0,Contract,62.48,0,1,Check-Out,9/17/2018
Resort Hotel,0,217,2018,September,37,7,3,7,2,0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,40,NULL,0,Contract,62.48,0,0,Check-Out,9/17/2018
Resort Hotel,0,1,2018,September,38,16,0,1,1,0,0,BB,PRT,Corporate,Direct,0,0,0,A,A,0,No Deposit,NULL,72,0,Transient,75,0,0,Check-Out,9/17/2018
Resort Hotel,0,1,2018,September,38,16,0,1,1,0,0,BB,PRT,Corporate,Direct,0,0,0,A,A,0,No Deposit,NULL,72,0,Transient,75,0,0,Check-Out,9/17/2018
Resort Hotel,0,0,2018,September,38,16,0,1,1,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,NULL,0,Group,58.5,0,0,Check-Out,9/17/2018
Resort Hotel,0,0,2018,October,44,27,0,1,1,0,0,BB,PRT,Online TA,TA/TO,1,0,1,A,A,0,No Deposit,240,NULL,0,Transient,35.1,0,1,Check-Out,10/28/2018
Resort Hotel,0,0,2018,December,51,16,0,1,1,0,0,BB,PRT,Online TA,TA/TO,1,0,2,D,D,0,No Deposit,240,NULL,0,Transient,40,0,1,Check-Out,12/17/2018
Resort Hotel,0,1,2018,September,38,16,0,1,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,NULL,0,Transient,66.6,0,0,Check-Out,9/17/2018
Resort Hotel,0,0,2018,September,38,16,0,1,2,0,0,BB,PRT,Direct,Direct,0,0,0,A,A,0,No Deposit,NULL,NULL,0,Transient,83,0,1,Check-Out,9/17/2018
Resort Hotel,0,71,2018,September,37,6,4,7,2,0,0,HB,ESP,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240,NULL,0,Transient,150.82,1,1,Check-Out,9/17/2018
Resort Hotel,0,0,2018,September,38,16,0,1,1,0,0,BB,USA,Direct,Direct,0,0,0,A,C,0,No Deposit,250,NULL,0,Group,65,0,0,Check-Out,9/17/2018
Resort Hotel,0,12,2018,September,38,14,1,2,2,0,1,BB,PRT,Direct,Direct,0,0,0,A,H,0,No Deposit,NULL,NULL,0,Transient,117,0,1,Check-Out,9/17/2018
Resort Hotel,0,0,2018,September,38,16,0,1,2,0,0,BB,BRA,Direct,Direct,0,0,0,G,G,0,No Deposit,NULL,NULL,0,Transient,114,0,0,Check-Out,9/17/2018
Resort Hotel,0,2,2018,September,38,16,0,1,2,0,0,BB,FRA,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240,NULL,0,Transient,99,0,2,Check-Out,9/17/2018
Resort Hotel,0,0,2018,September,38,16,0,1,2,0,0,BB,AUS,Online TA,TA/TO,0,0,0,A,C,0,No Deposit,241,NULL,0,Transient,56.98,0,2,Check-Out,9/17/2018
Resort Hotel,0,116,2018,September,37,12,2,3,2,0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,B,0,No Deposit,147,NULL,0,Transient,54.84,0,0,Check-Out,9/17/2018
Resort Hotel,0,6,2018,September,38,16,0,1,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,NULL,0,Transient,74,0,1,Check-Out,9/17/2018
Resort Hotel,0,169,2018,September,36,3,4,10,1,0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,D,D,1,No Deposit,241,NULL,0,Transient,66.16,0,1,Check-Out,9/17/2018
Resort Hotel,0,137,2018,September,37,7,3,7,2,0,0,HB,GBR,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,2,NULL,0,Transient,89.55,0,0,Check-Out,9/17/2018
Resort Hotel,0,205,2018,September,36,5,4,8,2,0,0,BB,IRL,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,156,NULL,0,Contract,62.48,0,1,Check-Out,9/17/2018
Resort Hotel,0,95,2018,September,37,7,3,7,2,0,0,HB,GBR,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,142,NULL,0,Transient,110.64,0,0,Check-Out,9/17/2018
Resort Hotel,0,226,2018,September,36,4,4,10,2,0,0,BB,NLD,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,71,NULL,0,Contract,62.48,0,0,Check-Out,9/18/2018
Resort Hotel,0,252,2018,September,37,11,2,5,2,0,0,BB,IRL,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,8,NULL,0,Contract,53.1,0,1,Check-Out,9/18/2018
Resort Hotel,0,246,2018,September,36,4,4,10,2,0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,2,NULL,0,Contract,48.88,0,0,Check-Out,9/18/2018
Resort Hotel,0,301,2018,September,37,6,4,8,2,0,0,HB,GBR,Offline TA/TO,TA/TO,0,0,0,E,E,0,No Deposit,40,NULL,0,Contract,107.82,0,2,Check-Out,9/18/2018
Resort Hotel,0,97,2018,September,37,11,2,5,2,0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,40,NULL,0,Transient,63.21,0,0,Check-Out,9/18/2018
Resort Hotel,0,16,2018,September,38,16,0,2,2,0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,NULL,0,Transient,89,1,1,Check-Out,9/18/2018
Resort Hotel,0,211,2018,September,36,4,4,10,2,0,0,HB,DEU,Offline TA/TO,TA/TO,0,0,0,E,E,0,No Deposit,69,NULL,0,Contract,98.6,1,0,Check-Out,9/18/2018
Resort Hotel,0,14,2018,September,38,16,0,2,1,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,E,0,No Deposit,NULL,86,0,Transient,51.5,0,0,Check-Out,9/18/2018
Resort Hotel,0,203,2018,September,37,11,2,5,2,0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,156,NULL,0,Contract,62.48,0,0,Check-Out,9/18/2018
Resort Hotel,0,0,2018,September,38,16,0,2,2,0,0,BB,ITA,Online TA,TA/TO,0,0,0,G,G,0,No Deposit,240,NULL,0,Transient,129,1,1,Check-Out,9/18/2018
Resort Hotel,0,6,2018,September,38,16,0,2,2,0,0,BB,PRT,Direct,Direct,0,0,0,F,F,0,No Deposit,250,NULL,0,Transient,116.5,1,0,Check-Out,9/18/2018
Resort Hotel,0,64,2018,September,38,17,0,1,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,G,0,No Deposit,240,NULL,0,Transient,66.6,0,2,Check-Out,9/18/2018
Resort Hotel,0,152,2018,September,37,9,2,7,2,0,0,BB,IRL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,NULL,0,Transient,66.6,0,1,Check-Out,9/18/2018
Resort Hotel,0,0,2018,September,38,15,0,3,2,2,0,BB,CHE,Online TA,TA/TO,0,0,0,G,G,2,No Deposit,240,NULL,0,Transient,139,1,0,Check-Out,9/18/2018
Resort Hotel,0,119,2018,September,37,12,2,4,2,0,0,HB,DEU,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,240,NULL,0,Transient,102.6,0,1,Check-Out,9/18/2018
Resort Hotel,0,13,2018,September,38,16,0,2,2,0,0,HB,IRL,Online TA,TA/TO,0,0,0,F,F,0,No Deposit,241,NULL,0,Transient,99.45,0,1,Check-Out,9/18/2018
Resort Hotel,0,149,2018,September,37,12,2,5,1,0,0,HB,DEU,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,275,NULL,0,Transient,58.05,0,0,Check-Out,9/19/2018
Resort Hotel,0,169,2018,September,37,12,2,5,2,0,0,HB,GBR,Offline TA/TO,TA/TO,0,0,0,A,A,1,No Deposit,143,NULL,0,Contract,70.98,0,2,Check-Out,9/19/2018
Resort Hotel,0,93,2018,September,37,9,2,8,2,0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,E,E,0,No Deposit,95,NULL,0,Transient,90,0,0,Check-Out,9/19/2018
Resort Hotel,0,101,2018,September,37,12,2,5,2,0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,26,NULL,0,Contract,73.15,0,1,Check-Out,9/19/2018
Resort Hotel,0,30,2018,September,38,17,0,2,2,0,0,BB,HUN,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240,NULL,0,Transient,114,0,2,Check-Out,9/19/2018
Resort Hotel,0,4,2018,September,38,14,1,4,2,0,0,BB,ESP,Offline TA/TO,TA/TO,0,0,0,C,C,0,No Deposit,142,NULL,0,Transient,102.24,1,0,Check-Out,9/19/2018
Resort Hotel,0,2,2018,September,38,16,0,3,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,A,1,No Deposit,240,NULL,0,Transient,89,0,2,Check-Out,9/19/2018
Resort Hotel,0,254,2018,September,38,13,2,4,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,D,D,1,No Deposit,156,NULL,0,Contract,66.15,0,0,Check-Out,9/19/2018
Resort Hotel,0,65,2018,September,38,16,0,3,1,0,0,BB,PRT,Direct,Direct,0,0,0,A,A,0,No Deposit,250,NULL,0,Transient,74,0,2,Check-Out,9/19/2018
Resort Hotel,0,14,2018,September,38,17,0,2,2,2,0,BB,PRT,Online TA,TA/TO,0,0,0,G,G,0,No Deposit,240,NULL,0,Transient,144,1,1,Check-Out,9/19/2018
Resort Hotel,0,258,2018,September,38,17,0,2,2,0,0,HB,FRA,Groups,TA/TO,0,0,0,A,A,1,No Deposit,245,NULL,0,Transient-Party,78.3,0,1,Check-Out,9/19/2018
Resort Hotel,0,258,2018,September,38,17,0,2,2,0,0,HB,FRA,Groups,TA/TO,0,0,0,A,C,1,No Deposit,245,NULL,0,Transient-Party,78.3,0,1,Check-Out,9/19/2018
Resort Hotel,0,17,2018,September,38,13,2,4,2,0,0,BB,PRT,Direct,Direct,0,0,0,A,D,0,No Deposit,250,NULL,0,Transient,98,0,0,Check-Out,9/19/2018
Resort Hotel,0,258,2018,September,38,17,0,2,2,0,0,HB,FRA,Groups,TA/TO,0,0,0,A,C,1,No Deposit,245,NULL,0,Transient-Party,78.3,0,1,Check-Out,9/19/2018
Resort Hotel,0,152,2018,September,37,12,2,5,2,0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,142,NULL,0,Transient,68.35,0,0,Check-Out,9/19/2018
Resort Hotel,0,258,2018,September,38,17,0,2,1,0,0,HB,PRT,Groups,TA/TO,0,0,0,A,B,2,No Deposit,245,NULL,0,Transient-Party,59.85,0,0,Check-Out,9/19/2018
Resort Hotel,0,258,2018,September,38,17,0,2,1,0,0,HB,PRT,Groups,TA/TO,0,0,0,A,A,3,No Deposit,245,NULL,0,Transient-Party,59.85,0,0,Check-Out,9/19/2018
Resort Hotel,0,35,2018,September,38,18,0,1,2,0,0,BB,ITA,Online TA,TA/TO,0,0,0,E,G,1,No Deposit,240,NULL,0,Transient,114,0,2,Check-Out,9/19/2018
Resort Hotel,0,258,2018,September,38,17,0,2,2,0,0,HB,FRA,Groups,TA/TO,0,0,0,A,C,1,No Deposit,245,NULL,0,Transient-Party,78.3,0,1,Check-Out,9/19/2018
Resort Hotel,0,258,2018,September,38,17,0,2,2,0,0,HB,PRT,Groups,TA/TO,0,0,0,A,A,1,No Deposit,245,NULL,0,Transient-Party,78.3,0,1,Check-Out,9/19/2018
Resort Hotel,0,258,2018,September,38,17,0,2,2,0,0,HB,FRA,Groups,TA/TO,0,0,0,A,C,1,No Deposit,245,NULL,0,Transient-Party,78.3,0,1,Check-Out,9/19/2018
Resort Hotel,0,258,2018,September,38,17,0,2,2,0,0,HB,FRA,Groups,TA/TO,0,0,0,A,C,1,No Deposit,245,NULL,0,Transient-Party,78.3,0,1,Check-Out,9/19/2018
Resort Hotel,0,258,2018,September,38,17,0,2,2,0,0,HB,FRA,Groups,TA/TO,0,0,0,A,C,1,No Deposit,245,NULL,0,Transient-Party,78.3,0,1,Check-Out,9/19/2018
Resort Hotel,0,208,2018,September,37,12,2,5,2,0,0,HB,GBR,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,143,NULL,0,Contract,84.58,0,1,Check-Out,9/19/2018
